MMTC Name,Dispensing Locations,Medical Marijuana (mgs THC),Low-THC Cannabis (mgs CBD),Marijuana in a Form for Smoking (oz),Report Date
Surterra Welln ess,45,25211523,998340,5031.145,2023-02-17
Fluent,29,11753285,111420,2939.311,2023-02-17
VidaCann,26,5034010,114613,1306.182,2023-02-17
Sunnyside*,24,3773421,56634,2069.451,2023-02-17
Green Dragon,23,1894809,0,295.513,2023-02-17
GrowHealthy,18,3644993,8622,3506.367,2023-02-17
Sanctuary Cannabis,16,3310198,22545,2432.362,2023-02-17
Cannabist,14,3750849,2200,1438.08,2023-02-17
Sunburn,8,2571756,34,1058.273,2023-02-17
GTI (Rise Dispensaries),8,1386841,8865,1717.333,2023-02-17
Insa – Cannabis for Real Life,5,440881,0,286.251,2023-02-17
House of Platinum Cannabis,4,941691,712,318.032,2023-02-17
Jungle Boys,4,1007425,0,1378.413,2023-02-17
The Flowery,3,5637109,0,1469.684,2023-02-17
"Cookies Florida, Inc.",1,485971,0,290.138,2023-02-17
"Planet 13 Florida, Inc.",0,0,0,0.0,2023-02-17
Revolution Florida,0,0,0,0.0,2023-02-17
Gold Leaf,0,0,0,292.225,2023-02-17
Trulieve,124,108294335,1163492,38083.37,2023-02-10
MüV,64,30281501,97604,9679.803,2023-02-10
Curaleaf,57,33097140,213005,10729.406,2023-02-10
Ayr Ayr,57,41191975,0,7607.014,2023-02-10
Surterra Welln ess,45,23347365,918616,5424.725,2023-02-10
Fluent,29,13467657,34285,3207.556,2023-02-10
VidaCann,26,5049540,118943,1311.115,2023-02-10
Green Dragon,23,2151692,204,303.485,2023-02-10
Sunnyside*,23,3967335,30422,1898.491,2023-02-10
GrowHealthy,18,3516550,10145,4418.171,2023-02-10
Sanctuary Cannabis,16,3289294,23613,2345.988,2023-02-10
Cannabist,14,4159885,1601,1577.885,2023-02-10
Sunburn,8,1830716,0,735.516,2023-02-10
GTI (Rise Dispensaries),8,1026094,7530,1388.281,2023-02-10
Insa – Cannabis for Real Life,5,482891,0,339.738,2023-02-10
House of Platinum Cannabis,4,1005051,0,250.938,2023-02-10
Jungle Boys,3,969265,0,1280.584,2023-02-10
The Flowery,3,3266576,0,799.189,2023-02-10
"Cookies Florida, Inc.",1,377712,0,302.085,2023-02-10
"Planet 13 Florida, Inc.",0,0,0,0.0,2023-02-10
Revolution Florida,0,0,0,2.5,2023-02-10
Gold Leaf,0,0,0,271.727,2023-02-10
Trulieve,124,101523048,1133499,38612.443,2023-02-03
MüV,63,29555988,116900,9731.507,2023-02-03
Curaleaf,57,32876065,240700,12009.189,2023-02-03
Ayr Ayr,56,40612602,0,7554.871,2023-02-03
Surterra Welln ess,45,24843110,1189437,5606.772,2023-02-03
Fluent,29,17414813,53560,3187.723,2023-02-03
VidaCann,26,3764537,84638,1360.714,2023-02-03
Green Dragon,23,1971707,2100,305.563,2023-02-03
Sunnyside*,22,3654118,36263,1725.131,2023-02-03
GrowHealthy,18,5312295,17250,3816.955,2023-02-03
Sanctuary Cannabis,16,2999713,33363,2175.542,2023-02-03
Cannabist,14,5508101,0,2239.332,2023-02-03
Sunburn,8,2092963,0,813.992,2023-02-03
GTI (Rise Dispensaries),8,1214951,18241,1445.945,2023-02-03
Insa – Cannabis for Real Life,5,405550,0,301.89,2023-02-03
House of Platinum Cannabis,3,598178,21000,256.249,2023-02-03
Jungle Boys,3,756348,0,1324.075,2023-02-03
The Flowery,3,3930718,0,886.945,2023-02-03
"Cookies Florida, Inc.",1,230529,0,275.461,2023-02-03
"Planet 13 Florida, Inc.",0,0,0,0.0,2023-02-03
Revolution Florida,0,0,0,0.0,2023-02-03
Gold Leaf,0,0,0,219.441,2023-02-03
Trulieve,124,113717025,1186092,38150.838,2023-01-27
MüV,63,26715944,181003,9399.887,2023-01-27
Curaleaf,57,34044745,257500,10574.811,2023-01-27
Ayr Ayr,56,40661939,2997,7098.446,2023-01-27
Surterra Welln ess,45,21636200,932809,6381.246,2023-01-27
Fluent,29,12502539,49845,2920.592,2023-01-27
VidaCann,26,3643393,102089,1149.691,2023-01-27
Sunnyside*,22,3819846,37859,1689.439,2023-01-27
Green Dragon,22,1981514,3757,261.703,2023-01-27
GrowHealthy,18,4633620,20063,3950.768,2023-01-27
Sanctuary Cannabis,16,2849462,26057,2450.243,2023-01-27
Cannabist,14,3713430,0,1445.501,2023-01-27
Sunburn,8,1785312,0,672.843,2023-01-27
GTI (Rise Dispensaries),8,1130848,6384,1445.578,2023-01-27
Insa – Cannabis for Real Life,5,408070,0,301.705,2023-01-27
House of Platinum Cannabis,3,690023,720,255.999,2023-01-27
Jungle Boys,3,1116469,0,1230.727,2023-01-27
The Flowery,3,5404928,0,947.925,2023-01-27
"Cookies Florida, Inc.",1,43319,0,237.368,2023-01-27
"Planet 13 Florida, Inc.",0,0,0,0.0,2023-01-27
Revolution Florida,0,0,0,0.0,2023-01-27
Gold Leaf,0,0,0,164.252,2023-01-27
Trulieve,123,111215879,1114078,38068.526,2023-01-20
MüV,63,22259692,74936,9741.233,2023-01-20
Ayr Ayr,56,41227434,0,6875.202,2023-01-20
Curaleaf,56,34875617,191100,10567.135,2023-01-20
Surterra Welln ess,45,21662655,1075693,6141.305,2023-01-20
Fluent,29,14410745,95595,2561.806,2023-01-20
VidaCann,26,3433678,95604,1095.624,2023-01-20
Sunnyside*,21,3807431,48360,1642.227,2023-01-20
Green Dragon,20,1474250,3005,269.461,2023-01-20
GrowHealthy,18,5272151,21374,4205.119,2023-01-20
Sanctuary Cannabis,16,2938037,35340,2236.522,2023-01-20
Cannabist,14,3684222,0,1663.931,2023-01-20
Sunburn,8,1249581,0,528.711,2023-01-20
GTI (Rise Dispensaries),7,1007630,10101,1373.346,2023-01-20
Insa – Cannabis for Real Life,5,504933,0,477.413,2023-01-20
House of Platinum Cannabis,3,744774,2444,260.799,2023-01-20
Jungle Boys,3,1031040,0,1227.075,2023-01-20
The Flowery,3,2947508,0,1355.133,2023-01-20
"Cookies Florida, Inc.",1,44503,0,223.411,2023-01-20
"Planet 13 Florida, Inc.",0,0,0,0.0,2023-01-20
Revolution Florida,0,0,0,0.0,2023-01-20
Gold Leaf,0,0,0,177.922,2023-01-20
Trulieve,123,99945421,1448377,39058.028,2023-01-13
MüV,63,24919260,70397,10251.986,2023-01-13
Ayr Ayr,56,37215312,0,7822.173,2023-01-13
Curaleaf,56,27317069,172700,9591.566,2023-01-13
Surterra Welln ess,45,21662729,1057153,5150.224,2023-01-13
Fluent,29,13710376,94310,2744.194,2023-01-13
VidaCann,26,4650972,76315,1151.211,2023-01-13
Sunnyside*,21,3180188,74017,1684.132,2023-01-13
Green Dragon,20,1580362,763,268.9,2023-01-13
GrowHealthy,18,4156307,24644,3348.787,2023-01-13
Sanctuary Cannabis,16,3069646,33154,2166.871,2023-01-13
Cannabist,14,4828969,0,1551.53,2023-01-13
Sunburn,8,1169272,0,491.33,2023-01-13
GTI (Rise Dispensaries),7,1042695,8343,1331.169,2023-01-13
Insa – Cannabis for Real Life,5,436836,0,405.508,2023-01-13
House of Platinum Cannabis,3,999896,3538,248.652,2023-01-13
Jungle Boys,3,855004,0,1172.087,2023-01-13
The Flowery,3,4906318,770,1033.093,2023-01-13
"Cookies Florida, Inc.",1,97493,0,226.924,2023-01-13
"Planet 13 Florida, Inc.",0,0,0,1.0,2023-01-13
Revolution Florida,0,0,0,0.0,2023-01-13
Gold Leaf,0,0,0,201.182,2023-01-13
Trulieve,123,90980970,1123722,40087.193,2023-01-06
MüV,62,32859118,128425,9587.799,2023-01-06
Ayr Ayr,56,39144418,0,7695.657,2023-01-06
Curaleaf,55,39573574,234300,12365.0,2023-01-06
Surterra Welln ess,45,21903513,1215963,5075.824,2023-01-06
Fluent,29,13315345,62960,3582.416,2023-01-06
VidaCann,26,5792306,68009,1306.381,2023-01-06
Sunnyside*,21,3320919,47023,1500.755,2023-01-06
GrowHealthy,18,4824150,11185,3062.883,2023-01-06
Green Dragon,18,1725359,2048,191.393,2023-01-06
Sanctuary Cannabis,16,3095245,26613,2047.37,2023-01-06
Cannabist,14,4620769,0,1841.471,2023-01-06
Sunburn,8,972411,0,807.472,2023-01-06
GTI (Rise Dispensaries),7,1044752,7365,1013.219,2023-01-06
Insa – Cannabis for Real Life,5,353208,0,297.729,2023-01-06
HT Medical Cannabis,3,744036,0,218.498,2023-01-06
Jungle Boys,3,839005,0,1207.101,2023-01-06
The Flowery,2,3088467,0,833.727,2023-01-06
"Cookies Florida, Inc.",1,175181,0,242.457,2023-01-06
"Planet 13 Florida, Inc.",0,0,0,0.0,2023-01-06
Revolution Florida,0,0,0,0.0,2023-01-06
Gold Leaf,0,0,0,131.696,2023-01-06
Trulieve,123,114860800,1393805,38411.231,2022-12-30
MüV,62,32741838,154703,9455.45,2022-12-30
Curaleaf,55,36016680,218900,11475.557,2022-12-30
Ayr Ayr,55,35968098,0,6471.106,2022-12-30
Surterra Welln ess,45,20634013,1230124,4883.869,2022-12-30
Fluent,29,13218126,57625,3411.686,2022-12-30
VidaCann,26,5493445,106716,1319.957,2022-12-30
Sunnyside*,21,3339888,51482,1645.612,2022-12-30
GrowHealthy,18,4879515,4188,2955.3,2022-12-30
Green Dragon,17,1200846,2662,209.706,2022-12-30
Sanctuary Cannabis,16,2723718,22293,1731.228,2022-12-30
Cannabist,14,4548716,0,1807.173,2022-12-30
Sunburn,8,959492,0,771.134,2022-12-30
GTI (Rise Dispensaries),7,1190838,9488,1040.012,2022-12-30
Insa – Cannabis for Real Life,4,268557,0,216.964,2022-12-30
HT Medical Cannabis,3,735965,414,211.233,2022-12-30
Jungle Boys,3,793085,0,1149.387,2022-12-30
The Flowery,2,2969195,0,790.732,2022-12-30
"Cookies Florida, Inc.",1,153411,0,215.264,2022-12-30
"Planet 13 Florida, Inc.",0,0,0,0.0,2022-12-30
Revolution Florida,0,0,0,0.0,2022-12-30
Gold Leaf,0,0,0,123.352,2022-12-30
Trulieve,123,88411817,904165,45540.843,2022-12-16
MüV,61,30826245,183926,9863.569,2022-12-16
Ayr Ayr,54,38177811,0,6596.2,2022-12-16
Curaleaf,54,39044573,203970,10603.1,2022-12-16
Surterra Welln ess,45,23935322,1125570,5767.691,2022-12-16
Fluent,28,14826232,198900,4337.293,2022-12-16
VidaCann,26,4841224,89576,1028.372,2022-12-16
Sunnyside*,21,3703511,59760,1735.01,2022-12-16
GrowHealthy,18,4808420,465,3382.528,2022-12-16
Sanctuary Cannabis,16,2611077,23111,1848.774,2022-12-16
Cannabist,14,5588414,0,1612.429,2022-12-16
Green Dragon,14,1706933,2455,336.369,2022-12-16
Sunburn,8,469347,24,1120.751,2022-12-16
GTI (Rise Dispensaries),7,1411733,7954,1230.445,2022-12-16
HT Medical Cannabis,3,654561,0,319.296,2022-12-16
Insa – Cannabis for Real Life,3,476926,0,135.421,2022-12-16
Jungle Boys,3,814491,0,1018.829,2022-12-16
The Flowery,2,5091913,1620,1026.999,2022-12-16
"Cookies Florida, Inc.",1,134575,0,215.297,2022-12-16
"Planet 13 Florida, Inc.",0,0,0,0.0,2022-12-16
Revolution Florida,0,0,0,0.0,2022-12-16
Gold Leaf,0,0,0,175.648,2022-12-16
Trulieve,123,90015463,1018039,37422.21,2022-12-09
MüV,61,30632336,124241,10130.106,2022-12-09
Curaleaf,54,33865628,153373,9261.352,2022-12-09
Ayr Ayr,53,36280215,0,7056.953,2022-12-09
Surterra Welln ess,45,22577562,1140335,4422.018,2022-12-09
Fluent,28,9604267,100490,3274.64,2022-12-09
VidaCann,26,4669016,81028,1182.682,2022-12-09
Sunnyside*,21,3225111,64710,1713.384,2022-12-09
GrowHealthy,18,4776584,1278,3376.758,2022-12-09
Sanctuary Cannabis,16,2530743,18376,1688.948,2022-12-09
Cannabist,14,4784103,0,1458.445,2022-12-09
Green Dragon,14,1696005,994,408.137,2022-12-09
Sunburn,8,596065,14110,886.699,2022-12-09
GTI (Rise Dispensaries),7,1020939,13036,1870.68,2022-12-09
HT Medical Cannabis,3,521963,508,291.246,2022-12-09
Insa – Cannabis for Real Life,3,242918,0,125.22,2022-12-09
Jungle Boys,3,585852,0,854.106,2022-12-09
The Flowery,2,2665726,0,787.502,2022-12-09
"Cookies Florida, Inc.",1,148681,0,214.5,2022-12-09
"Planet 13 Florida, Inc.",0,0,0,0.0,2022-12-09
Revolution Florida,0,0,0,0.0,2022-12-09
Gold Leaf,0,0,0,169.33,2022-12-09
Trulieve,123,111839225,1784668,44170.131,2022-12-02
MüV,61,35937554,264426,8646.609,2022-12-02
Ayr Ayr,53,37837624,0,8083.414,2022-12-02
Curaleaf,52,44373220,314452,10597.965,2022-12-02
Surterra Wellness,45,21336613,1009779,4563.47,2022-12-02
Fluent,28,13430107,16869,4161.135,2022-12-02
VidaCann,26,5670364,130587,998.019,2022-12-02
Sunnyside*,21,3951890,40005,1961.013,2022-12-02
GrowHealthy,18,6502224,1674,3593.664,2022-12-02
Sanctuary Cannabis,15,2264839,25981,1594.665,2022-12-02
Cannabist,14,7397589,0,2468.943,2022-12-02
Green Dragon,14,1323360,88,342.243,2022-12-02
Sunburn,8,557243,4693,778.267,2022-12-02
GTI (Rise Dispensaries),7,1377074,11949,1185.16,2022-12-02
HT Medical Cannabis,3,547659,774,340.703,2022-12-02
Insa – Cannabis for Real Life,3,431015,0,214.21,2022-12-02
Jungle Boys,3,761730,0,790.121,2022-12-02
The Flowery,2,5397972,0,1135.819,2022-12-02
"Cookies Florida, Inc.",1,138505,0,218.843,2022-12-02
"Planet 13 Florida, Inc.",0,0,0,0.0,2022-12-02
Revolution Florida,0,0,0,0.0,2022-12-02
Gold Leaf,0,0,0,184.642,2022-12-02
Trulieve,122,100597595,1431490,42178.365,2022-11-25
MüV,61,39461653,204054,9213.835,2022-11-25
Curaleaf,52,39134083,238434,10115.994,2022-11-25
Ayr Ayr,52,38188894,1670,7791.096,2022-11-25
Surterra Welln ess,45,27714780,1457906,5010.113,2022-11-25
Fluent,28,13449817,21240,3449.402,2022-11-25
VidaCann,26,4426246,71100,1059.354,2022-11-25
Sunnyside*,20,4381041,84152,1957.682,2022-11-25
GrowHealthy,18,5043387,2742,2843.889,2022-11-25
Sanctuary Cannabis,15,2073328,25534,1485.36,2022-11-25
Cannabist,14,4206354,0,1590.9,2022-11-25
Green Dragon,14,1430394,1175,326.167,2022-11-25
GTI (Rise Dispensaries),7,1537974,12769,1312.143,2022-11-25
Sunburn,7,460925,3835,418.214,2022-11-25
HT Medical Cannabis,3,714166,0,271.43,2022-11-25
Insa – Cannabis for Real Life,3,374170,0,172.674,2022-11-25
Jungle Boys,3,665724,0,969.001,2022-11-25
The Flowery,2,3492683,810,1102.54,2022-11-25
"Cookies Florida, Inc.",1,136047,0,203.535,2022-11-25
"Planet 13 Florida, Inc.",0,0,0,0.0,2022-11-25
Revolution Florida,0,0,0,0.0,2022-11-25
Gold Leaf,0,0,0,105.609,2022-11-25
Trulieve,122,94136528,1178659,43450.18,2022-11-18
MüV,61,32370412,188274,9811.33,2022-11-18
Curaleaf,53,36729097,249775,9327.14,2022-11-18
Ayr Ayr,52,28584528,1178,7319.53,2022-11-18
Surterra Welln ess,45,26376318,1198937,5352.65,2022-11-18
Fluent,28,11266865,23315,3308.38,2022-11-18
VidaCann,26,4334177,84654,888.771,2022-11-18
Sunnyside*,20,3608127,20287,1603.92,2022-11-18
GrowHealthy,18,6429383,8227,3265.34,2022-11-18
Sanctuary Cannabis,15,2249490,41076,1563.613,2022-11-18
Cannabist,14,5385533,900,1787.831,2022-11-18
Green Dragon,14,1412948,1289,316.431,2022-11-18
GTI (Rise Dispensaries),7,1427037,11733,1234.487,2022-11-18
Sunburn,7,682457,5614,787.517,2022-11-18
HT Medical Cannabis,3,627409,126,288.318,2022-11-18
Insa – Cannabis for Real Life,3,264834,0,112.403,2022-11-18
Jungle Boys,3,557367,0,715.258,2022-11-18
The Flowery,2,4506558,6238,1251.416,2022-11-18
"Cookies Florida, Inc.",1,126421,0,228.358,2022-11-18
"Planet 13 Florida, Inc.",0,0,0,0.0,2022-11-18
Revolution Florida,0,0,0,0.0,2022-11-18
Gold Leaf,0,0,0,102.247,2022-11-18
Trulieve,121,121204292,1638243,40835.52,2022-11-11
MüV,61,31149213,209692,9494.751,2022-11-11
Curaleaf,52,34105381,221565,9566.891,2022-11-11
Ayr Ayr,52,30374977,0,8420.574,2022-11-11
Surterra Welln ess,45,27568296,1108276,5127.355,2022-11-11
Fluent,28,11970876,28775,3441.956,2022-11-11
VidaCann,26,4339449,93195,836.691,2022-11-11
Sunnyside*,20,3863138,56421,1676.119,2022-11-11
GrowHealthy,18,4558478,8272,3589.282,2022-11-11
Sanctuary Cannabis,15,2313838,23810,1551.06,2022-11-11
Cannabist,14,3846976,1200,1396.55,2022-11-11
Green Dragon,14,1282640,427,343.293,2022-11-11
GTI (Rise Dispensaries),7,1368303,11572,1201.093,2022-11-11
Sunburn,7,474085,8896,482.846,2022-11-11
HT Medical Cannabis,3,807261,829,232.452,2022-11-11
Insa – Cannabis for Real Life,3,168704,0,80.561,2022-11-11
Jungle Boys,2,391394,0,712.104,2022-11-11
The Flowery,2,2466256,3260,998.01,2022-11-11
"Cookies Florida, Inc.",1,150990,0,213.788,2022-11-11
"Planet 13 Florida, Inc.",0,0,0,0.0,2022-11-11
Revolution Florida,0,0,0,0.0,2022-11-11
Gold Leaf,0,0,0,99.739,2022-11-11
Trulieve,121,99172940,1202799,37474.076,2022-11-04
MüV,61,29339739,286300,7884.171,2022-11-04
Curaleaf,52,38632587,310865,9209.425,2022-11-04
Ayr Ayr,52,28676955,0,8415.597,2022-11-04
Surterra Welln ess,45,26490887,1114479,4471.404,2022-11-04
Fluent,28,10539162,30955,2914.063,2022-11-04
VidaCann,26,5507041,112482,963.216,2022-11-04
Sunnyside*,20,3478717,3253,1671.347,2022-11-04
GrowHealthy,18,6417708,22070,3794.79,2022-11-04
Cannabist,14,6117705,10987,2065.757,2022-11-04
Sanctuary Cannabis,14,2171557,25686,1598.594,2022-11-04
Green Dragon,14,1504141,0,351.531,2022-11-04
GTI (Rise Dispensaries),7,2087800,10496,1280.212,2022-11-04
Sunburn,7,496326,14409,640.205,2022-11-04
HT Medical Cannabis,3,518684,439,280.13,2022-11-04
Jungle Boys,2,356554,0,739.49,2022-11-04
Insa – Cannabis for Real Life,2,134455,0,85.248,2022-11-04
The Flowery,2,4004658,3950,934.828,2022-11-04
"Cookies Florida, Inc.",1,154261,0,214.389,2022-11-04
"Planet 13 Florida, Inc.",0,0,0,0.0,2022-11-04
Revolution Florida,0,0,0,0.0,2022-11-04
Gold Leaf,0,0,0,91.796,2022-11-04
Trulieve,121,82512633,1130307,39739.534,2022-10-28
MüV,61,25192875,285852,6775.912,2022-10-28
Curaleaf,52,32609205,259192,10646.332,2022-10-28
Liberty Health Sciences,52,36753594,0,9644.926,2022-10-28
Surterra Welln ess,45,25665735,1193969,4376.311,2022-10-28
Fluent,28,10362936,24140,2952.359,2022-10-28
VidaCann,26,4739136,106637,964.647,2022-10-28
Sunnyside*,20,3744431,4772,1670.017,2022-10-28
GrowHealthy,18,5985637,16636,2914.885,2022-10-28
Cannabist,14,4177967,9300,1320.657,2022-10-28
Sanctuary Cannabis,14,1680236,28172,1372.619,2022-10-28
Green Dragon,14,1372017,0,332.18,2022-10-28
GTI (Rise Dispensaries),7,1448757,10621,1296.442,2022-10-28
Sunburn,7,648580,10242,587.172,2022-10-28
HT Medical Cannabis,3,425073,130,282.437,2022-10-28
Jungle Boys,2,609159,0,731.315,2022-10-28
Insa – Cannabis for Real Life,2,296856,0,174.988,2022-10-28
The Flowery,1,2986804,2830,937.655,2022-10-28
"Cookies Florida, Inc.",1,189951,0,225.254,2022-10-28
"Planet 13 Florida, Inc.",0,0,0,0.0,2022-10-28
Revolution Florida,0,0,0,0.0,2022-10-28
Gold Leaf,0,0,0,72.239,2022-10-28
Trulieve,121,91432919,1027533,41980.198,2022-10-21
MüV,61,23824809,242117,6487.862,2022-10-21
Curaleaf,52,42864075,448555,11726.392,2022-10-21
Liberty Health Sciences,51,32081402,0,8063.436,2022-10-21
Surterra Welln ess,45,24740621,968352,4628.367,2022-10-21
Fluent,28,9652230,27925,2899.943,2022-10-21
VidaCann,26,4650160,105339,902.01,2022-10-21
Sunnyside*,20,3480863,7309,1782.619,2022-10-21
GrowHealthy,18,4542133,12942,4048.884,2022-10-21
Cannabist,14,3721830,14703,1705.652,2022-10-21
Sanctuary Cannabis,14,1733099,22113,1349.729,2022-10-21
Green Dragon,14,956159,0,279.815,2022-10-21
GTI (Rise Dispensaries),7,1391392,6128,1065.089,2022-10-21
Sunburn,7,1246206,24938,647.066,2022-10-21
HT Medical Cannabis,3,528227,0,302.997,2022-10-21
Jungle Boys,2,667485,0,753.888,2022-10-21
Insa – Cannabis for Real Life,2,159275,0,90.749,2022-10-21
The Flowery,1,1731896,810,748.019,2022-10-21
"Cookies Florida, Inc.",1,159248,0,194.815,2022-10-21
"Planet 13 Florida, Inc.",0,0,0,0.0,2022-10-21
Revolution Florida,0,0,0,0.0,2022-10-21
Gold Leaf,0,0,0,101.936,2022-10-21
Trulieve,120,91766220,1199358,38697.189,2022-10-14
MüV,61,27029740,225661,6303.43,2022-10-14
Curaleaf,52,35879015,243333,9683.917,2022-10-14
Liberty Health Sciences,51,29079836,0,7343.554,2022-10-14
Surterra Welln ess,45,26393009,985246,4578.906,2022-10-14
Fluent,28,9582967,39280,2764.457,2022-10-14
VidaCann,26,5019238,108523,1004.549,2022-10-14
Sunnyside*,20,3705829,3543,1873.217,2022-10-14
GrowHealthy,18,4841215,17355,3381.676,2022-10-14
Cannabist,14,4579772,16698,1423.447,2022-10-14
Sanctuary Cannabis,14,1435182,35038,1268.283,2022-10-14
Green Dragon,14,1053593,814,300.893,2022-10-14
GTI (Rise Dispensaries),7,1712734,9561,1411.253,2022-10-14
Sunburn,7,1467914,24554,423.738,2022-10-14
HT Medical Cannabis,3,439384,120,318.254,2022-10-14
Jungle Boys,2,539241,0,684.482,2022-10-14
Insa – Cannabis for Real Life,2,198250,0,99.822,2022-10-14
The Flowery,1,4394363,2410,848.012,2022-10-14
"Cookies Florida, Inc.",1,107125,0,195.847,2022-10-14
"Planet 13 Florida, Inc.",0,0,0,0.0,2022-10-14
Revolution Florida,0,0,0,0.0,2022-10-14
Gold Leaf,0,0,0,59.564,2022-10-14
Trulieve,120,85295007,1010988,39313.914,2022-10-07
MüV,61,28124863,103699,6078.954,2022-10-07
Curaleaf,52,33157398,150285,9241.033,2022-10-07
Liberty Health Sciences,51,23860512,0,7175.053,2022-10-07
Surterra Welln ess,45,22613327,1020324,4939.661,2022-10-07
Fluent,28,10109765,30623,2745.203,2022-10-07
VidaCann,26,3928433,96776,790.863,2022-10-07
Sunnyside*,19,2890770,4061,1606.022,2022-10-07
GrowHealthy,18,4767254,21587,3130.309,2022-10-07
Cannabist,14,4128444,14250,1534.579,2022-10-07
Sanctuary Cannabis,14,1184716,27986,1062.841,2022-10-07
Green Dragon,14,779560,752,348.137,2022-10-07
GTI (Rise Dispensaries),7,1529748,7365,1258.63,2022-10-07
Sunburn,7,734861,18572,400.978,2022-10-07
HT Medical Cannabis,3,519371,0,351.066,2022-10-07
Jungle Boys,2,742218,0,656.565,2022-10-07
Insa – Cannabis for Real Life,2,173580,0,63.73,2022-10-07
The Flowery,1,2772362,0,903.026,2022-10-07
"Cookies Florida, Inc.",1,147920,0,221.621,2022-10-07
"Planet 13 Florida, Inc.",0,0,0,0.0,2022-10-07
Revolution Florida,0,0,0,0.0,2022-10-07
Gold Leaf,0,0,0,41.243,2022-10-07
Trulieve,121,88201146,1047949,36161.462,2022-09-30
MüV,61,25650714,97913,8650.56,2022-09-30
Curaleaf,52,40205229,200290,11118.839,2022-09-30
Liberty Health Sciences,51,29816104,0,8141.086,2022-09-30
Surterra Welln ess,45,24154387,885041,5820.415,2022-09-30
Fluent,28,11250958,45050,4000.515,2022-09-30
VidaCann,26,5116954,75785,1264.972,2022-09-30
Sunnyside*,19,4024139,7426,1929.758,2022-09-30
GrowHealthy,18,4999037,21672,3497.148,2022-09-30
Cannabist,14,7463961,18487,2441.212,2022-09-30
Sanctuary Cannabis,14,721385,33021,912.89,2022-09-30
Green Dragon,14,449268,847,264.265,2022-09-30
GTI (Rise Dispensaries),7,990299,6772,1149.585,2022-09-30
Sunburn,7,696278,22059,389.012,2022-09-30
HT Medical Cannabis,3,618177,0,290.901,2022-09-30
Jungle Boys,2,549095,0,564.89,2022-09-30
Insa – Cannabis for Real Life,2,60747,0,38.272,2022-09-30
The Flowery,1,2075717,0,570.951,2022-09-30
"Cookies Florida, Inc.",1,190589,0,263.923,2022-09-30
"Planet 13 Florida, Inc.",0,0,0,0.0,2022-09-30
Revolution Florida,0,0,0,0.0,2022-09-30
Gold Leaf,0,0,0,51.5,2022-09-30
Trulieve,121,86523430,1116700,35335.582,2022-09-23
MüV,60,28119482,119458,7259.674,2022-09-23
Curaleaf,51,42619978,189134,12580.657,2022-09-23
Liberty Health Sciences,51,31867286,0,6694.443,2022-09-23
Surterra Welln ess,45,22967938,1176563,5378.513,2022-09-23
Fluent,28,10431010,58059,3014.376,2022-09-23
VidaCann,25,4672538,82523,929.662,2022-09-23
Sunnyside*,19,3401721,16155,1991.361,2022-09-23
GrowHealthy,18,6301873,24181,3198.846,2022-09-23
Cannabist,14,4097916,8400,1516.874,2022-09-23
